px,py,pz,nx,ny,nz
0.66003,0.876224,0.769561,0.179584,0.794465,-0.580151
-0.942127,0.483824,1.8828,-0.479759,0.369456,0.795822
0.874811,0.646097,-0.00975801,0.455263,0.648766,0.609785
0.167512,0.656383,0.410762,-0.079657,0.555963,-0.827382
-0.11653,0.873733,1.475,-0.492426,0.461847,-0.737709
0.881869,0.981507,0.0827619,0.767697,0.640813,0
-0.176819,0.651905,1.89821,0.88179,0.424423,-0.205698
-0.554756,0.727495,0.138829,-0.651404,0.756706,0.0553993
0.630597,-0.00543341,0.729328,0.392396,0.714423,-0.579332
0.440223,0.0645229,0.965016,-0.881272,0.416224,-0.223867
-0.13088,-0.604699,0.296285,-0.310926,0.461897,0.830648
-0.208436,0.781031,0.120706,-0.489406,0.0672521,0.869459
-0.318543,-0.117715,2.91923,0.2659,0.726084,-0.634113
0.905104,-0.211676,1.69099,-0.0402573,0.999189,0
-0.736509,0.973557,2.67279,0.631299,0.775396,0.0149398
0.586201,-0.540847,0.144652,0.844933,0.0569254,-0.531834
0.907734,-0.237402,1.68842,0.949887,0.0382709,0.310242
0.795257,-0.511154,0.405023,0.789979,0.117168,-0.601834
-0.65378,0.725055,1.60883,0.286934,0.935873,-0.204478
0.399618,-0.198812,0.403637,-0.559253,0.520102,-0.645547
-0.699802,0.943434,2.61981,0.00943253,0.0115855,-0.999888
0.431727,0.0266251,0.928001,-0.881272,0.416224,-0.223867
-0.373239,-0.719523,1.36395,-0.414866,0.383222,-0.825244
0.183965,0.5,1.64784,-0.474193,0.880421,0
-0.779491,0.648628,2.38199,0.992243,0.124316,0
0.192498,-0.402406,2.04512,-0.666508,0.0212923,0.745194
-0.971614,0.44554,1.88279,-0.479759,0.369456,0.795822
-0.390124,-0.176729,0.0772416,-0.356875,0.131527,-0.924846
-0.177676,0.836398,0.133738,-0.489406,0.0672521,0.869459
-0.731505,0.335975,1.94713,0.361973,0.370334,-0.855469
-0.921575,0.702769,0.191371,0.186342,0.0999198,-0.977391
0.229641,0.442744,1.61408,0.826348,0.445069,0.345053
0.00624308,0.826672,2.78483,0.070003,0.997547,0
-0.847494,0.74243,0.20955,0.186342,0.0999198,-0.977391
-0.699583,0.943711,2.61981,0.00943253,0.0115855,-0.999888
0.634943,0.881741,0.769351,0.179584,0.794465,-0.580151
0.623314,0.145777,0.863153,-0.773956,0.0881898,-0.627068
0.916649,-0.0902964,2.31388,0.49332,0.869821,0.00685644
0.426487,0.00327728,0.905219,-0.881272,0.416224,-0.223867
0.925788,0.410722,1.98449,-0.364992,0.931011,0
-0.157671,0.240199,2.99382,-0.367749,0.890428,-0.26814
0.957312,0.42308,1.92423,-0.364992,0.931011,0
-0.552461,0.724821,0.202335,-0.651404,0.756706,0.0553993
0.67611,-0.930672,2.1396,-0.0231958,0.153635,-0.987855
-0.553742,0.725925,0.172203,-0.651404,0.756706,0.0553993
0.531915,-0.00991514,2.74238,0.92627,0.3762,0.0223081
0.495791,0.0713159,2.83224,-0.376293,0.926501,0
-0.839306,0.268286,2.77454,-0.911952,0.410298,0
0.763683,-0.921623,2.16546,0.988794,0.149288,0
0.621242,-0.0224129,0.702053,0.392396,0.714423,-0.579332
-0.0258662,0.779119,2.8002,-0.484359,0.03399,-0.874209
0.195446,0.687266,0.428825,-0.079657,0.555963,-0.827382
0.182846,0.499397,1.65141,-0.474193,0.880421,0
0.898513,0.961568,0.0254389,0.767697,0.640814,0
0.910391,-0.211463,1.6742,-0.0402573,0.999189,0
0.916343,-0.0899894,2.29693,0.49332,0.869821,0.00685644
-0.924901,0.700888,0.190545,0.186342,0.0999198,-0.977391
0.676616,-0.171618,2.51646,0.627139,0.397276,-0.669976
0.232111,0.727381,0.45225,-0.079657,0.555963,-0.827381
-0.454112,-0.186628,0.100525,-0.356875,0.131527,-0.924846
0.149897,-0.352238,2.00494,0.0319298,0.99949,0
-0.711897,0.952898,2.70502,0.631299,0.775396,0.0149398
-0.414596,-0.11774,0.0950738,-0.356875,0.131527,-0.924846
0.88155,0.981889,0.0838634,0.767697,0.640814,0
-0.765154,0.301829,1.91811,0.361973,0.370334,-0.855469
0.607293,-0.574702,0.174538,0.844933,0.0569254,-0.531834
-0.406371,-0.204175,0.0796078,-0.356875,0.131527,-0.924846
-0.193868,0.822258,0.125717,-0.489406,0.0672521,0.869459
-0.74094,0.977203,2.64109,-0.775482,0.63137,0
0.0547941,-0.0946011,2.76009,0.491681,0.85641,0.157517
-0.729218,0.967426,2.68289,0.631299,0.775396,0.0149398
-0.677309,0.727326,1.58621,0.286934,0.935873,-0.204478
0.682215,0.967149,2.91499,0.0178701,0.996691,-0.0792892
-0.334963,-0.754648,1.32839,-0.414866,0.383222,-0.825244
-0.740749,0.977437,2.62079,-0.775482,0.63137,0
0.61809,0.171427,0.87436,0.113214,0.993571,0
-0.757135,0.309983,1.92504,0.361973,0.370334,-0.855469
0.854407,-0.0552224,2.24444,-0.869841,0.493332,0
-0.909354,0.480325,1.84535,-0.630527,0.48556,-0.60553
-0.951943,0.47108,1.88279,-0.479759,0.369456,0.795822
-0.70341,0.945779,2.71585,0.631299,0.775396,0.0149398
-0.107587,0.948568,1.51589,-0.492426,0.461847,-0.737709
-0.174722,0.903652,1.53367,-0.538078,0.504665,0.675119
0.916576,-0.0901416,2.29947,0.49332,0.869821,0.00685644
-0.366651,-0.144929,2.86852,-0.939015,0.343877,0
-0.712253,0.953189,2.70492,0.631299,0.775396,0.0149398
0.495868,0.0713472,2.82485,-0.376293,0.926501,0
-0.146274,-0.581149,0.277428,-0.310926,0.461897,0.830648
-0.709469,0.950853,2.70852,0.631299,0.775396,0.0149398
0.911558,-0.22321,1.67496,0.949887,0.0382709,0.310242
-0.661172,0.725748,1.60163,0.286934,0.935873,-0.204478
-0.959692,0.625325,2.73034,-0.516414,0.585415,-0.624985
0.652769,0.167476,0.831004,0.113214,0.993571,0
0.534634,-0.0170707,2.75014,0.92627,0.3762,0.0223081
0.235808,-0.302986,1.16538,0.987,0.160722,0
-0.201632,0.779996,0.124616,-0.489406,0.0672521,0.869459
-0.793001,0.370254,1.93702,-0.715134,0.698988,0
0.586422,-0.541193,0.144967,0.844933,0.0569254,-0.531834
0.0142197,0.776279,2.77788,-0.484359,0.03399,-0.874209
0.192812,0.684474,0.427202,-0.079657,0.555963,-0.827382
-0.601874,0.897284,1.10228,-0.210195,0.477937,-0.852874
0.86874,-0.751612,2.14062,0.00400535,0.363943,-0.931413
0.869007,-0.75189,2.14051,0.00400535,0.363943,-0.931413
0.927506,0.411395,1.9811,-0.364992,0.931011,0
0.683817,-0.166797,2.52606,0.627139,0.397276,-0.669976
0.495736,0.0712936,2.83611,-0.376293,0.926501,0
0.904762,-0.21169,1.69207,-0.0402573,0.999189,0
-0.83364,0.280881,2.78276,-0.911952,0.410298,0
0.926076,0.410835,1.98391,-0.364992,0.931011,0
-0.717421,0.95753,2.69804,0.631299,0.775396,0.0149398
0.916747,-0.0903831,2.31779,0.49332,0.869821,0.00685644
0.900635,0.959025,0.0181255,0.767697,0.640814,0
0.824344,-0.520328,1.90513,0.932395,0.36144,0
0.674721,-0.930893,2.13959,-0.0231958,0.153635,-0.987855
-0.104539,0.262443,2.99547,0.924275,0.381728,0
0.682139,-0.929698,2.13961,-0.0231958,0.153635,-0.987855
-0.345619,-0.745305,1.33809,-0.414866,0.383222,-0.825244
-0.79071,0.372597,1.93896,-0.715134,0.698988,0
0.532225,-0.0109559,2.74704,0.92627,0.3762,0.0223081
-0.901215,0.473791,1.83164,-0.630527,0.48556,-0.60553
-0.747874,0.319533,1.93309,0.361973,0.370334,-0.855469
-0.946701,0.6095,2.70478,-0.516414,0.585415,-0.624985
-0.160655,0.455051,2.09091,-0.837393,0.421948,-0.347467
-0.55491,0.727599,0.135599,-0.651404,0.756706,0.0553993
-0.946401,0.47828,1.88279,-0.479759,0.369456,0.795822
0.00665419,0.776918,2.7821,-0.484359,0.03399,-0.874209
0.750944,-0.545937,1.91845,-0.0758361,0.195632,0.977741
0.233019,-0.285862,1.15347,0.987,0.160722,0
0.241067,-0.335283,1.18784,0.987,0.160722,0
-0.741107,0.976997,2.6586,-0.775482,0.63137,0
0.667115,-0.17777,2.50392,0.627139,0.397276,-0.669976
0.82921,0.918962,0.0503765,-0.581031,0.696076,-0.42176
0.746257,-0.524144,0.338176,0.789979,0.117168,-0.601834
0.534069,-0.0157183,2.75081,0.92627,0.3762,0.0223081
0.0212202,0.103328,2.37291,0.258332,0.966056,0
0.441389,0.0734527,0.979467,-0.202425,0.0956052,0.97462
0.226998,0.721952,0.449094,-0.079657,0.555963,-0.827382
0.587294,-0.542561,0.146206,0.844933,0.0569254,-0.531834
-0.15541,0.924524,1.53346,-0.538078,0.504665,0.675119
0.683096,-0.168681,2.52427,0.627139,0.397276,-0.669976
0.92141,0.409005,1.99309,-0.364992,0.931011,0
0.635739,0.119829,0.844169,-0.773956,0.0881898,-0.627068
0.868636,-0.751645,2.14061,0.00400535,0.363943,-0.931413
0.821455,0.928337,0.0765328,-0.581031,0.696076,-0.42176
0.889676,0.61195,0.015474,0.455263,0.648766,0.609785
-0.940917,0.485401,1.88279,-0.479759,0.369456,0.795822
-0.893424,0.468054,1.81893,-0.630527,0.48556,-0.60553
0.0561525,-0.0925843,2.74489,0.491681,0.85641,0.157517
-0.160507,0.247259,3.02115,-0.367749,0.890428,-0.26814
-0.1165,0.8737,1.47496,-0.492426,0.461847,-0.737709
-0.369156,-0.723351,1.36012,-0.414866,0.383222,-0.825244
0.177744,-0.402385,2.03193,-0.666508,0.0212923,0.745194
0.678977,0.967271,2.91579,0.0178701,0.996691,-0.0792892
0.193607,0.505193,1.61711,-0.474193,0.880421,0
0.905153,-0.247698,1.69759,0.949887,0.0382709,0.310242
0.879991,0.983757,0.0892318,0.767697,0.640814,0
0.436077,0.0455433,0.94605,-0.881272,0.416224,-0.223867
-0.777868,0.635677,2.39337,0.992243,0.124316,0
0.232655,0.728428,0.452901,-0.079657,0.555963,-0.827382
-0.953442,0.616776,2.71716,-0.516414,0.585415,-0.624985
0.438185,0.066497,0.979484,-0.202425,0.0956052,0.97462
0.927657,0.411454,1.9808,-0.364992,0.931011,0
-0.156008,0.236539,2.97938,-0.367749,0.890428,-0.26814
-0.481711,0.783664,0.213923,0.757869,0.652406,0
0.922014,0.409242,1.99192,-0.364992,0.931011,0
-0.759362,0.307654,1.92309,0.361973,0.370334,-0.855469
0.90739,-0.239493,1.68973,0.949887,0.0382709,0.310242
0.880705,0.982901,0.086775,0.767697,0.640814,0
0.234274,0.445836,1.599,0.826348,0.445069,0.345053
-0.171558,0.654423,1.92596,0.88179,0.424423,-0.205698
0.738502,-0.550765,1.91845,-0.0758361,0.195632,0.977741
-0.850289,0.741004,0.208871,0.186342,0.0999198,-0.977391
0.750281,-0.528848,0.342543,0.789979,0.117168,-0.601834
-0.297629,0.10014,0.977834,-0.8824,0.131459,-0.451762
-0.740151,0.976601,2.66872,0.631299,0.775396,0.0149398
0.599623,-0.139051,2.4647,-0.535137,0.844765,0
0.171147,-0.402149,2.02602,-0.666508,0.0212923,0.745194
-0.161837,-0.558713,0.259126,-0.310926,0.461897,0.830648
-0.782789,0.674952,2.35885,0.992243,0.124316,0
-0.159408,0.244374,3.01006,-0.367749,0.890428,-0.26814
-0.174661,0.65276,1.90923,0.88179,0.424423,-0.205698
0.160203,-0.290721,1.14966,-0.090955,0.558557,0.824464
-0.0229575,0.828722,2.80109,0.0700031,0.997547,0
0.191236,-0.402688,2.044,-0.666508,0.0212923,0.745194
0.260521,-0.49835,0.080809,0.930883,0.0582993,-0.360637
0.188314,-0.402337,2.04138,-0.666508,0.0212923,0.745194
0.868544,-0.75175,2.14057,0.00400535,0.363943,-0.931413
-0.118288,0.857472,1.466,-0.492426,0.461847,-0.737709
0.534768,-0.0174334,2.75069,0.92627,0.3762,0.0223081
0.911066,-0.211436,1.67205,-0.0402573,0.999189,0
-0.433023,-0.194117,0.0913225,-0.356875,0.131527,-0.924846
-0.178894,0.835242,0.133141,-0.489406,0.0672521,0.869459
-0.104304,0.261873,2.99318,0.924275,0.381728,0
-0.680641,0.727648,1.58301,0.286934,0.935873,-0.204478
0.647138,0.0959751,0.826744,-0.773956,0.0881898,-0.627068
-0.404523,-0.142096,0.0877235,-0.356875,0.131527,-0.924846
0.579079,-0.528924,0.134614,0.844933,0.0569254,-0.531834
-0.893917,0.717587,0.198159,0.186342,0.0999198,-0.977391
0.823778,0.925737,0.0690415,-0.58103,0.696076,-0.42176
0.678434,0.966773,2.90941,0.0178701,0.996692,-0.0792892
-0.665858,0.726218,1.59721,0.286934,0.935873,-0.204478
0.239226,0.447922,1.58445,0.826348,0.445069,0.345053
0.22177,0.716338,0.445825,-0.079657,0.555963,-0.827382
0.132454,-0.351681,1.98932,0.0319298,0.99949,0
0.682963,-0.168496,2.52425,0.627139,0.397276,-0.669976
0.239545,-0.325938,1.18134,0.987,0.160722,0
0.89363,-0.752554,2.14036,0.00400535,0.363943,-0.931413
-0.439595,-0.192114,0.0941432,-0.356875,0.131527,-0.924846
-0.11203,0.910126,1.49478,-0.492426,0.461847,-0.737709
-0.699626,0.94367,2.61981,0.00943252,0.0115855,-0.999888
0.680679,0.967134,2.91445,0.0178701,0.996691,-0.0792892
-0.36947,-0.723133,1.36038,-0.414866,0.383222,-0.825244
-0.362118,-0.730182,1.35341,-0.414866,0.383222,-0.825244
0.923831,0.409954,1.98832,-0.364992,0.931011,0
0.679472,-0.169467,2.52041,0.627139,0.397276,-0.669976
-0.0125434,0.778203,2.79278,-0.484359,0.03399,-0.874209
0.925121,0.41046,1.9858,-0.364992,0.931011,0
-0.0279637,0.780195,2.8014,-0.484359,0.03399,-0.874209
0.763884,-0.922954,2.174,0.988794,0.149288,0
0.438985,0.0589864,0.959597,-0.881272,0.416224,-0.223867
0.830765,-0.53689,1.82303,0.932395,0.36144,0
